Date,Matchday
2005-09-10T13:30:00Z,4
2005-09-11T15:30:00Z,4
2005-09-11T15:30:00Z,4
2005-09-17T13:30:00Z,5
2005-09-17T13:30:00Z,5
2005-09-17T13:30:00Z,5
2005-09-17T13:30:00Z,5
2005-09-17T13:30:00Z,5
2005-09-17T13:30:00Z,5
2005-09-17T13:30:00Z,5
2005-09-18T15:30:00Z,5
2005-09-18T15:30:00Z,5
2005-09-20T18:00:00Z,6
2005-09-20T18:00:00Z,6
2005-09-20T18:00:00Z,6
2005-09-20T18:00:00Z,6
2005-09-21T18:00:00Z,6
2005-09-21T18:00:00Z,6
2005-09-21T18:00:00Z,6
2005-09-21T18:00:00Z,6
2005-09-21T18:00:00Z,6
2005-09-24T13:30:00Z,7
2005-09-24T13:30:00Z,7
2005-09-24T13:30:00Z,7
2005-09-24T13:30:00Z,7
2005-09-24T13:30:00Z,7
2005-09-24T13:30:00Z,7
2005-09-24T13:30:00Z,7
2005-09-25T15:30:00Z,7
2005-09-25T15:30:00Z,7
2005-10-01T13:30:00Z,8
2005-10-01T13:30:00Z,8
2005-10-01T13:30:00Z,8
2005-10-01T13:30:00Z,8
2005-10-01T13:30:00Z,8
2005-10-01T13:30:00Z,8
2005-10-01T13:30:00Z,8
2005-10-02T15:30:00Z,8
2005-10-02T15:30:00Z,8
2005-10-15T13:30:00Z,9
2005-10-15T13:30:00Z,9
2005-10-15T13:30:00Z,9
2005-10-15T13:30:00Z,9
2005-10-15T13:30:00Z,9
2005-10-15T13:30:00Z,9
2005-10-15T13:30:00Z,9
2005-10-16T15:30:00Z,9
2005-10-16T15:30:00Z,9
2005-10-22T13:30:00Z,10
2005-10-22T13:30:00Z,10
2005-10-22T13:30:00Z,10
2005-10-22T13:30:00Z,10
2005-10-22T13:30:00Z,10
2005-10-22T13:30:00Z,10
2005-10-22T13:30:00Z,10
2005-10-23T15:30:00Z,10
2005-10-23T15:30:00Z,10
2005-10-29T13:30:00Z,11
2005-10-29T13:30:00Z,11
2005-10-29T13:30:00Z,11
2005-10-29T13:30:00Z,11
2005-10-29T13:30:00Z,11
2005-10-29T13:30:00Z,11
2005-10-29T13:30:00Z,11
2005-10-30T16:30:00Z,11
2005-10-30T16:30:00Z,11
2005-11-05T14:30:00Z,12
2005-11-05T14:30:00Z,12
2005-11-05T14:30:00Z,12
2005-11-05T14:30:00Z,12
2005-11-05T14:30:00Z,12
2005-11-05T14:30:00Z,12
2005-11-05T14:30:00Z,12
2005-11-06T16:30:00Z,12
2005-11-06T16:30:00Z,12
2005-11-19T14:30:00Z,13
2005-11-19T14:30:00Z,13
2005-11-19T14:30:00Z,13
2005-11-19T14:30:00Z,13
2005-11-19T14:30:00Z,13
2005-11-19T14:30:00Z,13
2005-11-19T14:30:00Z,13
2005-11-20T16:30:00Z,13
2005-11-20T16:30:00Z,13
2005-11-26T14:30:00Z,14
2005-11-26T14:30:00Z,14
2005-11-26T14:30:00Z,14
2005-11-26T14:30:00Z,14
2005-11-26T14:30:00Z,14
2005-11-26T14:30:00Z,14
2005-11-27T16:30:00Z,14
2005-11-27T16:30:00Z,14
2005-12-06T17:00:00Z,14
2005-12-03T14:30:00Z,15
2005-12-03T14:30:00Z,15
2005-12-03T14:30:00Z,15
2005-12-03T14:30:00Z,15
2005-12-03T14:30:00Z,15
2005-12-03T14:30:00Z,15
2005-12-04T16:30:00Z,15
2005-12-04T16:30:00Z,15
2005-12-14T17:00:00Z,15
2005-12-10T14:30:00Z,16
2005-12-10T14:30:00Z,16
2005-12-10T14:30:00Z,16
2005-12-10T14:30:00Z,16
2005-12-10T14:30:00Z,16
2005-12-10T14:30:00Z,16
2005-12-10T14:30:00Z,16
2005-12-11T16:30:00Z,16
2005-12-11T16:30:00Z,16
2005-12-17T14:30:00Z,17
2005-12-17T14:30:00Z,17
2005-12-17T14:30:00Z,17
2005-12-17T14:30:00Z,17
2005-12-17T14:30:00Z,17
2005-12-17T14:30:00Z,17
2005-12-17T14:30:00Z,17
2005-12-18T16:30:00Z,17
2005-12-18T16:30:00Z,17
2006-01-27T19:30:00Z,18
2006-01-28T14:30:00Z,18
2006-01-28T14:30:00Z,18
2006-01-28T14:30:00Z,18
2006-01-28T14:30:00Z,18
2006-01-28T14:30:00Z,18
2006-01-28T14:30:00Z,18
2006-01-29T16:30:00Z,18
2006-01-29T16:30:00Z,18
2006-02-04T14:30:00Z,19
2006-02-04T14:30:00Z,19
2006-02-04T14:30:00Z,19
2006-02-04T14:30:00Z,19
2006-02-04T14:30:00Z,19
2006-02-04T14:30:00Z,19
2006-02-04T14:30:00Z,19
2006-02-05T16:30:00Z,19
2006-02-05T16:30:00Z,19
2006-02-07T19:00:00Z,20
2006-02-07T19:00:00Z,20
2006-02-07T19:00:00Z,20
2006-02-07T19:00:00Z,20
2006-02-08T19:00:00Z,20
2006-02-08T19:00:00Z,20
2006-02-08T19:00:00Z,20
2006-02-08T19:00:00Z,20
2006-02-08T19:00:00Z,20
2006-02-11T14:30:00Z,21
2006-02-11T14:30:00Z,21
2006-02-11T14:30:00Z,21
2006-02-11T14:30:00Z,21
2006-02-11T14:30:00Z,21
2006-02-11T14:30:00Z,21
2006-02-11T14:30:00Z,21
2006-02-12T16:30:00Z,21
2006-02-12T16:30:00Z,21
2006-02-18T14:30:00Z,22
2006-02-18T14:30:00Z,22
2006-02-18T14:30:00Z,22
2006-02-18T14:30:00Z,22
2006-02-18T14:30:00Z,22
2006-02-18T14:30:00Z,22
2006-02-18T14:30:00Z,22
2006-02-19T16:30:00Z,22
2006-02-19T16:30:00Z,22
2006-02-25T14:30:00Z,23
2006-02-25T14:30:00Z,23
2006-02-25T14:30:00Z,23
2006-02-25T14:30:00Z,23
2006-02-25T14:30:00Z,23
2006-02-25T14:30:00Z,23
2006-02-25T14:30:00Z,23
2006-02-26T16:30:00Z,23
2006-02-26T16:30:00Z,23
2006-03-04T14:30:00Z,24
2006-03-04T14:30:00Z,24
2006-03-04T14:30:00Z,24
2006-03-04T14:30:00Z,24
2006-03-04T14:30:00Z,24
2006-03-04T14:30:00Z,24
2006-03-05T16:30:00Z,24
2006-03-05T16:30:00Z,24
2006-03-07T17:00:00Z,24
2006-03-11T14:30:00Z,25
2006-03-11T14:30:00Z,25
2006-03-11T14:30:00Z,25
2006-03-11T14:30:00Z,25
2006-03-11T14:30:00Z,25
2006-03-11T14:30:00Z,25
2006-03-11T14:30:00Z,25
2006-03-12T16:30:00Z,25
2006-03-12T17:45:00Z,25
2006-03-18T14:30:00Z,26
2006-03-18T14:30:00Z,26
2006-03-18T14:30:00Z,26
2006-03-18T14:30:00Z,26
2006-03-18T14:30:00Z,26
2006-03-18T14:30:00Z,26
2006-03-18T14:30:00Z,26
2006-03-19T16:30:00Z,26
2006-03-19T16:30:00Z,26
2006-03-25T14:30:00Z,27
2006-03-25T14:30:00Z,27
2006-03-25T14:30:00Z,27
2006-03-25T14:30:00Z,27
2006-03-25T14:30:00Z,27
2006-03-25T14:30:00Z,27
2006-03-25T14:30:00Z,27
2006-03-26T15:30:00Z,27
2006-03-26T15:30:00Z,27
2006-04-01T13:30:00Z,28
2006-04-01T13:30:00Z,28
2006-04-01T13:30:00Z,28
2006-04-01T13:30:00Z,28
2006-04-01T13:30:00Z,28
2006-04-01T13:30:00Z,28
2006-04-01T13:30:00Z,28
2006-04-02T15:30:00Z,28
2006-04-02T15:30:00Z,28
2006-04-08T13:30:00Z,29
2006-04-08T13:30:00Z,29
2006-04-08T13:30:00Z,29
2006-04-08T13:30:00Z,29
2006-04-08T13:30:00Z,29
2006-04-08T13:30:00Z,29
2006-04-08T13:30:00Z,29
2006-04-09T15:30:00Z,29
2006-04-09T15:30:00Z,29
2006-04-15T13:30:00Z,30
2006-04-15T13:30:00Z,30
2006-04-15T13:30:00Z,30
2006-04-15T13:30:00Z,30
2006-04-15T13:30:00Z,30
2006-04-15T13:30:00Z,30
2006-04-15T13:30:00Z,30
2006-04-16T15:30:00Z,30
2006-04-16T15:30:00Z,30
2006-04-22T13:30:00Z,31
2006-04-22T13:30:00Z,31
2006-04-22T13:30:00Z,31
2006-04-22T13:30:00Z,31
2006-04-22T13:30:00Z,31
2006-04-22T13:30:00Z,31
2006-04-22T13:30:00Z,31
2006-04-23T15:30:00Z,31
2006-04-23T15:30:00Z,31
2006-05-02T18:00:00Z,32
2006-05-02T18:00:00Z,32
2006-05-02T18:00:00Z,32
2006-05-02T18:00:00Z,32
2006-05-03T18:00:00Z,32
2006-05-03T18:00:00Z,32
2006-05-03T18:00:00Z,32
2006-05-03T18:00:00Z,32
2006-05-03T18:00:00Z,32
2006-05-06T13:30:00Z,33
2006-05-06T13:30:00Z,33
2006-05-06T13:30:00Z,33
2006-05-06T13:30:00Z,33
2006-05-06T13:30:00Z,33
2006-05-06T13:30:00Z,33
2006-05-06T13:30:00Z,33
2006-05-06T13:30:00Z,33
2006-05-06T13:30:00Z,33
2006-05-13T13:30:00Z,34
2006-05-13T13:30:00Z,34
2006-05-13T13:30:00Z,34
2006-05-13T13:30:00Z,34
2006-05-13T13:30:00Z,34
2006-05-13T13:30:00Z,34
2006-05-13T13:30:00Z,34
2006-05-13T13:30:00Z,34
2006-05-13T13:30:00Z,34
2006-08-11T18:45:00Z,1
2006-08-12T13:30:00Z,1
2006-08-12T13:30:00Z,1
2006-08-12T13:30:00Z,1
2006-08-12T13:30:00Z,1
2006-08-12T13:30:00Z,1
2006-08-12T13:30:00Z,1
2006-08-13T15:00:00Z,1
2006-08-13T15:00:00Z,1
2006-08-18T18:30:00Z,2
2006-08-19T13:30:00Z,2
2006-08-19T13:30:00Z,2
2006-08-19T13:30:00Z,2
2006-08-19T13:30:00Z,2
2006-08-19T13:30:00Z,2
2006-08-19T13:30:00Z,2
2006-08-20T15:00:00Z,2
2006-08-20T15:00:00Z,2
2006-08-25T18:30:00Z,3
2006-08-26T13:30:00Z,3
2006-08-26T13:30:00Z,3
2006-08-26T13:30:00Z,3
2006-08-26T13:30:00Z,3
2006-08-26T13:30:00Z,3
2006-08-26T13:30:00Z,3
2006-08-27T15:00:00Z,3
2006-08-27T15:00:00Z,3
2006-09-15T18:30:00Z,4
2006-09-16T13:30:00Z,4
2006-09-16T13:30:00Z,4
2006-09-16T13:30:00Z,4
2006-09-16T13:30:00Z,4
2006-09-16T13:30:00Z,4
2006-09-16T13:30:00Z,4
2006-09-17T15:00:00Z,4
2006-09-17T15:00:00Z,4
2006-09-22T18:30:00Z,5
